,Unnamed: 0,budget,imdb_id,revenue,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdbID
,1017,5000000,tt1609479,75143,"Sam Rockwell, Olivia Wilde, Michelle Monaghan, Jane Fonda","UK, USA","Geoff Moore, David Posamentier","Comedy, Drama",6.3,"12,340",English,IDP/Samuel goldwyn Films,NOT RATED,14-Mar-14,91 min,Better Living Through Chemistry,2014,tt1609479
,1018,4000000,tt1065073,44349000,"Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater",USA,Richard Linklater,Drama,7.9,"294,568","English, Spanish",IFC Films,R,15-Aug-14,165 min,Boyhood,2014,tt1065073
,1019,4000000,tt2382396,2365467,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins",USA,David Gordon Green,Drama,6.9,"39,453",English,Roadside Attractions,R,11-Apr-14,117 min,Joe,2013,tt2382396
,1020,50000000,tt2980706,151165787,"Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong",USA,Roberts Gannaway,"Animation, Adventure, Comedy",6,"13,773",English,Walt Disney Pictures,PG,18-Jul-14,83 min,Planes: Fire & Rescue,2014,tt2980706
,1021,5000000,tt2908856,7527232,"Kevin Kline, Michael Burstin, Elie Wajeman, Maggie Smith","UK, France, USA",Israel Horovitz,"Drama, Romance",6.3,"6,926",English,Cohen Media Group,PG-13,21-Nov-14,107 min,My Old Lady,2014,tt2908856
,1022,26000000,tt1972779,35926213,"Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",USA,Michael Hoffman,"Drama, Romance",6.7,"51,602",English,Relativity Media,PG-13,17-Oct-14,118 min,The Best of Me,2014,tt1972779
,1023,35000000,tt3488710,61181942,"Joseph Gordon-Levitt, Guillaume Baillargeon, ?milie Leclerc, Mark Trafford",USA,Robert Zemeckis,"Adventure, Biography, Crime",7.3,"97,936","English, French, Czech",Sony Pictures,PG,9-Oct-15,123 min,The Walk,2015,tt3488710
,1024,25000000,tt1655441,65663276,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn","USA, Canada",Lee Toland Krieger,"Drama, Fantasy, Romance",7.2,"119,146","English, Portuguese, Italian",Lionsgate,PG-13,24-Apr-15,112 min,The Age of Adaline,2015,tt1655441
,1025,35000000,tt2679042,81967450,"Angelababy, Dan Bakkedahl, Charlene Beck, Michael Bornh?tter","USA, UK, Germany",Aleksander Bach,"Action, Adventure, Crime",5.7,"73,542",English,20th Century Fox,R,21-Aug-15,96 min,Hitman: Agent 47,2015,tt2679042
,1026,60000000,tt3045616,30418560,"Johnny Depp, Gwyneth Paltrow, Paul Bettany, Ewan McGregor","UK, USA",David Koepp,"Action, Comedy, Crime",5.5,"54,336",English,Liongate Films,R,23-Jan-15,107 min,Mortdecai,2015,tt3045616
,1027,4000000,tt3181822,52425855,"Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett",USA,Rob Cohen,"Mystery, Thriller",4.7,"31,144",English,Universal Pictures,R,23-Jan-15,91 min,The Boy Next Door,2015,tt3181822
,1028,60000000,tt2446980,101134059,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ram?rez",USA,David O. Russell,"Biography, Drama",6.6,"102,540","English, Spanish, French",20th Century Fox,PG-13,25-Dec-15,124 min,Joy,2015,tt2446980
,1029,10000000,tt1772288,10835752,"Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale",USA,Dan Fogelman,"Comedy, Drama, Music",7,"24,680",English,Bleecker Street Films,R,10-Apr-15,106 min,Danny Collins,2015,tt1772288
,1030,53000000,tt1355683,98837872,"Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Dakota Johnson","USA, UK",Scott Cooper,"Biography, Crime, Drama",6.9,"140,796",English,Warner Bros Pictures,R,18-Sep-15,123 min,Black Mass,2015,tt1355683
,1031,25000000,tt3530002,52395996,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Jillian Bell",USA,Jonathan Levine,"Adventure, Comedy, Fantasy",6.4,"46,586",English,Sony Films,R,20-Nov-15,101 min,The Night Before,2015,tt3530002
,1032,4000000,tt1881002,187112,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin","USA, Switzerland",Henry Hobson,"Drama, Horror",5.6,"35,498",English,Lionsgate Films,PG-13,8-May-15,95 min,Maggie,2015,tt1881002
,1033,14000000,tt4005402,3621046,"Emma Watson, Daniel Br?hl, Michael Nyqvist, Richenda Carey","Germany, France, Luxembourg, UK",Florian Gallenberger,"Drama, Romance, Thriller",7.1,"33,502","English, Spanish",Majestic Filmproduktion,R,15-Apr-16,106 min,The Colony,2015,tt4005402
,1034,23000000,tt0884732,79799880,"Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco",USA,Jeremy Garelick,Comedy,6.7,"61,093","English, Ukrainian",Sony Screen Gems,R,16-Jan-15,101 min,The Wedding Ringer,2015,tt0884732
,1035,28000000,tt3316948,27139524,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton","USA, Switzerland",Nima Nourizadeh,"Action, Comedy, Sci-Fi",6.1,"67,832","English, Mandarin",Lionsgate Pictures,R,21-Aug-15,96 min,American Ultra,2015,tt3316948
,1036,10000000,tt3195644,104303851,"Dermot Mulroney, Stefanie Scott, Angus Sampson, Leigh Whannell","Canada, UK, USA",Leigh Whannell,"Horror, Mystery, Thriller",6.1,"68,024",English,Focus Features,PG-13,5-Jun-15,97 min,Insidious: Chapter 3,2015,tt3195644
,1037,13360000,tt3312830,2000000,"The Retrosettes, Gabriella Belisario, Laura De Marchi, Rachel Weisz","Italy, France, UK, Switzerland",Paolo Sorrentino,"Comedy, Drama, Music",7.3,"55,757","English, Spanish, Swiss German",Fox Searchlight,R,4-Dec-15,124 min,Youth,2015,tt3312830
,1038,11000000,tt2381111,62076141,"Saoirse Ronan, Hugh Gormley, Brid Brennan, Maeve McGrath","UK, Canada, Ireland, Belgium",John Crowley,"Drama, Romance",7.5,"99,516","English, Latin, Scottish Gaelic",Fox Searchlight Pictures,PG-13,25-Nov-15,117 min,Brooklyn,2015,tt2381111
,1039,38000000,tt2304933,109906372,"Chlo? Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",USA,J Blakeson,"Action, Adventure, Sci-Fi",5.2,"76,938",English,Sony Pictures,PG-13,22-Jan-16,112 min,The 5th Wave,2016,tt2304933
,1040,24000000,tt2671706,64414761,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo","USA, Canada",Denzel Washington,Drama,7.2,"63,763",English,Paramount Pictures,PG-13,25-Dec-16,139 min,Fences,2016,tt2671706
,1041,6700000,tt3655414,12118661,"Luis Tosar, Rodrigo De la Serna, Ra?l Ar?valo, Jose Coronado","Spain, Argentina, France",Daniel Calparsoro,"Crime, Thriller",6.3,"4,013",Spanish,N/A,R,3-Mar-16,96 min,To Steal from a Thief,2016,tt3655414
,1042,46000000,tt0490215,23737523,"Andrew Garfield, Adam Driver, Liam Neeson, Tadanobu Asano","USA, Taiwan, Mexico",Martin Scorsese,"Adventure, Drama, History",7.2,"63,583","English, Japanese, Latin",Paramount Pictures,R,13-Jan-17,161 min,Silence,2016,tt0490215
,1043,3500000,tt4954522,4100000,"Garance Marillier, Ella Rumpf, Rabah Nait Oufella, Laurent Lucas","France, Belgium, Italy",Julia Ducournau,"Drama, Horror",7,"26,223",French,Petit Film,R,15-Mar-17,99 min,Raw,2016,tt4954522
,1044,18000000,tt2649554,6212282,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver","USA, Greece",Jeff Nichols,"Drama, Mystery, Sci-Fi",6.7,"59,138",English,Warner Bros. Pictures,PG-13,21-Apr-16,112 min,Midnight Special,2016,tt2649554
,1045,5000000,tt5247022,2152738,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji","USA, France, Germany",Jim Jarmusch,"Comedy, Drama, Romance",7.4,"36,886","English, Italian",K5 International,R,17-Nov-16,118 min,Paterson,2016,tt5247022
,1046,40000000,tt2387499,29918745,"Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot",USA,Greg Mottola,"Action, Comedy",5.8,"40,027","Mandarin, English, Hebrew",20th Century Fox,PG-13,21-Oct-16,105 min,Keeping Up with the Joneses,2016,tt2387499
,1047,17000000,tt4052882,119100758,"Blake Lively, ?scar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas","USA, Australia, Spain",Jaume Collet-Serra,"Drama, Horror, Thriller",6.3,"87,988","English, Spanish",Ombra Films,PG-13,24-Jun-16,86 min,The Shallows,2016,tt4052882
,1048,8000000,tt4520364,8810591,"Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare",USA,Luke Scott,"Action, Horror, Sci-Fi",5.8,"27,768",English,Scott Free Films,R,2-Sep-16,92 min,Morgan,2016,tt4520364
,1049,80000000,tt2025690,52099090,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana",USA,Craig Gillespie,"Action, Drama, History",6.8,"48,273",English,Walt Disney Pictures,PG-13,29-Jan-16,117 min,The Finest Hours,2016,tt2025690
,1050,50000000,tt1124037,25035950,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell",USA,Gary Ross,"Action, Biography, Drama",6.9,"35,159",English,STX Entertainment,R,24-Jun-16,139 min,Free State of Jones,2016,tt1124037
,1051,20000000,tt1712261,12639297,"Chiwetel Ejiofor, Casey Affleck, Anthony Mackie, Woody Harrelson",USA,John Hillcoat,"Action, Crime, Drama",6.3,"51,936","English, Spanish, Russian",Open Road Films,R,26-Feb-16,115 min,Triple 9,2016,tt1712261
,1052,11500000,tt1860213,94073028,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",USA,Dan Mazer,Comedy,6,"82,617",English,Lionsgate Films,R,22-Jan-16,102 min,Dirty Grandpa,2016,tt1860213
,1053,45000000,tt0408345,82800000,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett",USA,Richard Loncraine,"Crime, Thriller",5.8,"51,756",English,Warner Bros.,PG-13,10-Feb-06,105 min,Firewall,2006,tt0408345
,1054,35000000,tt0416496,10496317,"Pen?lope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam","France, Mexico, USA","Joachim R?nning, Espen Sandberg","Action, Comedy, Crime",5.7,"30,571","English, Spanish",20th Century Fox,PG-13,18-Jan-06,93 min,Bandidas,2006,tt0416496
,1055,12000000,tt0452681,84500122,"Tim Allen, Elizabeth Mitchell, Eric Lloyd, Judge Reinhold",USA,Michael Lembeck,"Adventure, Comedy, Family",4.7,"24,451",English,Buena Vista,G,3-Nov-06,97 min,The Santa Clause 3: The Escape Clause,2006,tt0452681
,1056,50000000,tt0427229,128406887,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha",USA,Tom Dey,"Comedy, Romance",5.6,"62,533",English,Paramount Pictures,PG-13,10-Mar-06,97 min,Failure to Launch,2006,tt0427229
,1057,64000000,tt0430304,101595121,"Marlon Wayans, Shawn Wayans, Kerry Washington, John Witherspoon","USA, Canada",Keenen Ivory Wayans,"Comedy, Crime",4.3,"42,370","English, Estonian",Sony Pictures Releasing,PG-13,14-Jul-06,98 min,Littleman,2006,tt0430304
,1058,63000000,tt0469641,162945894,"Nicolas Cage, Maria Bello, Connor Paolo, Anthony Piccininni",USA,Oliver Stone,"Drama, History, Thriller",6,"70,748",English,Paramount Pictures,PG-13,9-Aug-06,129 min,World Trade Center,2006,tt0469641
,1059,17000000,tt0475394,57103895,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco","UK, France, USA",Joe Carnahan,"Action, Crime, Drama",6.7,"126,119",English,Universal Pictures,R,26-Jan-07,108 min,Smokin' Aces,2006,tt0475394
,1060,75000000,tt0452637,42285169,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban",USA,M. Night Shyamalan,"Drama, Fantasy, Mystery",5.6,"84,215",English,Warner Bros. Pictures,PG-13,21-Jul-06,110 min,Lady in the Water,2006,tt0452637
,1061,33000000,tt0417148,62022014,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard","Germany, USA, Canada",David R. Ellis,"Action, Adventure, Crime",5.6,"120,503",English,New Line Cinema,R,18-Aug-06,105 min,Snakes on a Plane,2006,tt0417148
,1062,700000,tt0468489,4911725,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett",USA,Ryan Fleck,Drama,7.2,"75,731",English,ThinkFilm,R,22-Sep-06,106 min,Half Nelson,2006,tt0468489
,1063,500000,tt0443431,745327,"Michael Carbonaro, Jonah Blechman, Jonathan Chase, Mitch Morris",USA,Todd Stephens,"Comedy, Romance",5,"8,100",English,TLA Releasing,NOT RATED,3-May-07,92 min,Another Gay Movie,2006,tt0443431
,1064,40000000,tt0422720,60474340,"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn","USA, France, Japan",Sofia Coppola,"Biography, Drama, History",6.4,"86,317","English, Latin, French",Sony Pictures,PG-13,20-Oct-06,123 min,Marie Antoinette,2006,tt0422720
,1065,18000000,tt0455967,41009669,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush","USA, Canada",Betty Thomas,"Comedy, Romance",5.8,"71,416","English, Japanese",20th Century Fox,PG-13,28-Jul-06,89 min,John Tucker Must Die,2006,tt0455967
,1066,37665000,tt0349467,14655628,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard",USA,Joe Roth,"Crime, Drama, Mystery",5.1,"13,976","English, Italian",Sony Pictures Entertainment,R,17-Feb-06,113 min,Freedomland,2006,tt0349467
,1067,85000000,tt0762107,186072214,"Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd",USA,Dennis Dugan,"Comedy, Romance",6,"126,277",English,Universal Pictures,PG-13,20-Jul-07,115 min,I Now Pronounce You Chuck & Larry,2007,tt0762107
,1068,24000000,tt0466839,9576495,"Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Stacey Dash",USA,Amy Heckerling,"Comedy, Drama, Romance",6,"15,157",English,Freestyle Releasing/Bauer Martinez Enter,PG-13,11-May-07,97 min,I Could Never Be Your Woman,2007,tt0466839
,1069,21000000,tt0498399,54926886,"Joaquin Phoenix, Eva Mendes, Danny Hoch, Alex Veadov",USA,James Gray,"Crime, Drama, Thriller",6.9,"75,865","English, Russian",Sony/Columbia,R,12-Oct-07,117 min,We Own the Night,2007,tt0498399
,1070,2000000,tt0848557,5364858,"Todd Schroeder, Laura de Carteret, Amy Lalonde, Martin Roach",USA,George A. Romero,"Horror, Thriller",5.7,"42,483",English,The Weinstein Company,R,22-Feb-08,95 min,Diary of the Dead,2007,tt0848557
,1071,16000000,tt0425430,1109660,"Kristen Stewart, Dylan McDermott, Penelope Ann Miller, John Corbett",USA,"Danny Pang, Oxide Chun Pang","Horror, Mystery, Thriller",5.4,"35,063",English,Screen Gems,PG-13,2-Feb-07,90 min,The Messengers,2007,tt0425430
,1072,30000000,tt0411061,16930884,"Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman","USA, Germany, Canada",Jon Avnet,"Crime, Drama, Mystery",5.9,"68,795",English,Sony Pictures Entertainment,R,18-Apr-08,108 min,88 Minutes,2007,tt0411061
,1073,27500000,tt0804522,24748670,"Jake Gyllenhaal, Reese Witherspoon, Meryl Streep, Alan Arkin",USA,Gavin Hood,"Drama, Thriller",6.8,"49,732","English, Arabic",New Line Cinema,R,19-Oct-07,122 min,Rendition,2007,tt0804522
,1074,55000000,tt0414055,74237563,"Jordi Moll?, Aimee King, Cate Blanchett, Laurence Fox","UK, France, Germany, USA",Shekhar Kapur,"Biography, Drama, History",6.9,"58,170","English, Spanish, Swedish",Universal Pictures,PG-13,12-Oct-07,114 min,Elizabeth: The Golden Age,2007,tt0414055
,1075,4000000,tt0858486,6101046,"Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom",USA,Aristomenis Tsirbas,"Animation, Action, Adventure",6.6,"10,411",English,Roadside Atrractions,PG,1-May-09,85 min,Battle for Terra,2007,tt0858486
,1076,67000000,tt0462396,25303038,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan","UK, Italy, France, Tunisia",Doug Lefler,"Action, Adventure, Fantasy",5.4,"31,064",English,The Weinstein Company,PG-13,17-Aug-07,102 min,The Last Legion,2007,tt0462396
,1077,60000000,tt0398808,137587063,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",USA,Gabor Csupo,"Adventure, Drama, Family",7.2,"120,189",English,Buena Vista,PG,16-Feb-07,96 min,Bridge to Terabithia,2007,tt0398808
,1078,40000000,tt0758766,145896422,"Hugh Grant, Scott Porter, Nick Bacon, Andrew Wyatt",USA,Marc Lawrence,"Comedy, Music, Romance",6.5,"86,553",English,Warner Bros. Pictures,PG-13,14-Feb-07,96 min,Music and Lyrics,2007,tt0758766
,1079,85000000,tt0423294,149044513,"Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder",USA,"Ash Brannon, Chris Buck","Animation, Comedy, Family",6.7,"58,118",English,Sony Pictures,PG,8-Jun-07,85 min,Surf's Up,2007,tt0423294
,1080,80000000,tt0960731,212874442,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand",USA,Adam Shankman,"Comedy, Family, Fantasy",6.1,"76,829",English,Walt Disney Pictures,PG,25-Dec-08,99 min,Bedtime Stories,2008,tt0960731
,1081,14700000,tt0808399,8049666,"Hayden Christensen, Andy Garcia, Rachel Bilson, Natalie Portman",USA,"Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner","Comedy, Drama, Romance",6.3,"41,357","English, French, Cantonese, Gujarati, Yiddish",Vivendi Entertainment,R,16-Oct-09,103 min,"New York, I Love You",2008,tt0808399
,1082,65000000,tt0838283,128107642,"Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins",USA,Adam McKay,Comedy,6.9,"227,885","English, Spanish",Columbia Pictures,R,25-Jul-08,98 min,Step Brothers,2008,tt0838283
,1083,25000000,tt0489281,11207130,"Ryan Phillippe, Joseph Gordon-Levitt, Rob Brown, Channing Tatum",USA,Kimberly Peirce,"Drama, War",6.5,"18,453",English,Paramount Pictures,R,28-Mar-08,112 min,Stop-Loss,2008,tt0489281
,1084,85000000,tt0451079,297138014,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",USA,"Jimmy Hayward, Steve Martino","Animation, Adventure, Comedy",6.8,"113,338",English,20th Century Fox,G,14-Mar-08,86 min,Horton Hears a Who!,2008,tt0451079
,1085,17759769,tt0864761,43306325,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper","UK, Italy, France, USA",Saul Dibb,"Biography, Drama, History",6.9,"66,451",English,Paramount Vantage,PG-13,10-Oct-08,110 min,The Duchess,2008,tt0864761
,1086,35000000,tt0959337,75225693,"Kate Winslet, Leonardo DiCaprio, Christopher Fitzgerald, Jonathan Roumie","USA, UK",Sam Mendes,"Drama, Romance",7.3,"162,941",English,Paramount Vantage,R,23-Jan-09,119 min,Revolutionary Road,2008,tt0959337
,1087,20000000,tt0200465,64822796,"Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays","UK, USA, Australia",Roger Donaldson,"Crime, Drama, Romance",7.3,"159,029","English, Latin",Lionsgate,R,7-Mar-08,111 min,The Bank Job,2008,tt0200465
,1088,35000000,tt0467200,78269970,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess","UK, USA",Justin Chadwick,"Biography, Drama, History",6.7,"89,759",English,Sony Pictures/Columbia,PG-13,29-Feb-08,115 min,The Other Boleyn Girl,2008,tt0467200
,1090,55000000,tt0970411,17869048,"Saoirse Ronan, David Ryall, Harry Treadaway, Mary Kay Place",USA,Gil Kenan,"Adventure, Family, Fantasy",6.5,"56,380",English,Fox Walden,PG,10-Oct-08,90 min,City of Ember,2008,tt0970411
,1091,80000000,tt0369436,163733697,"Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek","Germany, USA",Seth Gordon,"Comedy, Drama, Romance",5.6,"52,182",English,New Line Cinema,PG-13,26-Nov-08,88 min,Four Christmases,2008,tt0369436
,1092,37000000,tt0410377,100076342,"Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman",USA,"Jennifer Flackett, Mark Levin","Adventure, Comedy, Family",6,"29,627",English,Fox Walden,PG,4-Apr-08,96 min,Nim's Island,2008,tt0410377
,1093,35000000,tt1114677,155545279,"Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",USA,Peter Chelsom,"Comedy, Drama, Family",4.3,"34,226",English,Walt Disney Pictures,G,10-Apr-09,102 min,Hannah Montana: The Movie,2009,tt1114677
,1094,70000000,tt0762125,104945765,"Dwayne Johnson, Jessica Biel, Justin Long, Gary Oldman","Spain, UK, USA","Jorge Blanco, Javier Abad(co-director), Marcos Mart?nez(co-director)","Animation, Adventure, Comedy",6.1,"43,901","English, Spanish",Sony Pictures/TriStar Pictures,PG,20-Nov-09,91 min,Planet 51,2009,tt0762125
,1095,80000000,tt0875034,53825515,"Daniel Day-Lewis, Sandro Dori, Nicole Kidman, Marion Cotillard","UK, USA",Rob Marshall,"Drama, Musical, Romance",5.8,"39,110","English, Italian, French",The Weinstein Co.,PG-13,25-Dec-09,118 min,Nine,2009,tt0875034
,1096,3400000,tt0844479,114000000,"William Prael, Diane Ayala Goldner, Juan Fern?ndez, Josh Stewart",USA,Marcus Dunstan,Horror,6.4,"47,464",English,Freestyle Releasing,R,31-Jul-09,90 min,The Collector,2009,tt0844479
,1097,15000000,tt1352824,8459458,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot","USA, Canada, France",Atom Egoyan,"Drama, Mystery, Romance",6.3,"60,465",English,Sony Pictures Classics,R,26-Mar-10,96 min,Chloe,2009,tt1352824
,1098,7500000,tt1174732,26096852,"Carey Mulligan, Olivia Williams, Alfred Molina, Cara Seymour","UK, USA",Lone Scherfig,Drama,7.3,"117,514","English, French",Sony Classics,PG-13,5-Feb-10,100 min,An Education,2009,tt1174732
,1099,11000000,tt0870984,791867,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstr?m","Denmark, Germany, France, Sweden, Italy, Poland",Lars von Trier,"Drama, Fantasy, Horror",6.6,"96,961",English,IFC Films,NOT RATED,20-May-09,108 min,Antichrist,2009,tt0870984
,1100,41000000,tt1155056,91636986,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",USA,John Hamburg,"Comedy, Romance",7,"175,574",English,Dreamworks/Paramount,R,20-Mar-09,105 min,"I Love You, Man",2009,tt1155056
,1101,2900000,tt1190536,296557,"Phyllis Applegate, Obba Babatund?, William Bassett, Troy Lindsey Brown",USA,Scott Sanders,"Action, Comedy",7.4,"38,719",English,Sony Pictures,R,13-Jan-10,84 min,Black Dynamite,2009,tt1190536
,1102,5600000,tt1245112,18469680,"Jonathan D. Mellor, ?scar Zafra, Ariel Casas, Alejandro Casaseca",Spain,"Jaume Balaguer?, Paco Plaza","Horror, Thriller",6.6,"59,699",Spanish,Magnolia Pictures,R,2-Oct-09,85 min,[Rec] 2,2009,tt1245112
,1103,30000000,tt0362478,33333531,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn",USA,Richard Kelly,"Drama, Fantasy, Mystery",5.6,"80,753",English,Warner Bros. Pictures,PG-13,6-Nov-09,115 min,The Box,2009,tt0362478
,1104,38000000,tt0465580,45465299,"Colin Ford, Joel Gretsch, Djimon Hounsou, Dakota Fanning","USA, Canada",Paul McGuigan,"Action, Sci-Fi, Thriller",6.1,"95,610","English, Cantonese",Summit Entertainment,PG-13,6-Feb-09,111 min,Push,2009,tt0465580
,1105,30000000,tt0411951,967000,"Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale","Japan, USA",Dwight H. Little,"Action, Crime, Drama",4.8,"23,563","Mandarin, Japanese, English",Crystal Sky Pictures,R,20-Mar-10,92 min,Tekken,2010,tt0411951
,1106,2000000,tt1399683,13831503,"Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards",USA,Debra Granik,Drama,7.2,"118,441",English,Roadside Attractions,R,16-Jul-10,100 min,Winter's Bone,2010,tt1399683
,1107,24000000,tt1433108,23081726,"Dwayne Johnson, Mauricio Lopez, Jim Gaines, Tom Berenger",USA,George Tillman Jr.,"Action, Crime, Drama",6.5,"85,665",English,CBS Films,R,24-Nov-10,98 min,Faster,2010,tt1433108
,1108,12000000,tt1477109,11212294,"Takuya Kimura, Meisa Kuroki, Toshir? Yanagiba, Naoto Ogata",Japan,Takashi Yamazaki,"Action, Adventure, Drama",6.1,"5,187",Japanese,Eleven Arts,TV-14,1-Dec-10,138 min,Space Battleship Yamato,2010,tt1477109
,1109,20000000,tt1228987,24145613,"Kodi Smit-McPhee, Chlo? Grace Moretz, Richard Jenkins, Cara Buono","UK, USA",Matt Reeves,"Drama, Horror, Mystery",7.2,"99,632",English,Overture Films,R,1-Oct-10,116 min,Let Me In,2010,tt1228987
,1110,35000000,tt1212436,77477008,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen",USA,Alan Poul,"Comedy, Romance",5.3,"43,431",English,CBS Films,PG-13,23-Apr-10,104 min,The Back-up Plan,2010,tt1212436
,1111,47000000,tt1075747,10539000,"Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender",USA,Jimmy Hayward,"Action, Drama, Fantasy",4.7,"48,662",English,Warner Bros. Pictures,PG-13,18-Jun-10,81 min,Jonah Hex,2010,tt1075747
,1112,12000000,tt1188996,42345360,"Shah Rukh Khan, Kajol, Katie A. Keane, Kenton Duty",India,Karan Johar,"Adventure, Drama",8,"81,281","Hindi, Urdu, English",Fox Searchlight,PG-13,12-Feb-10,165 min,My Name Is Khan,2010,tt1188996
,1113,20000000,tt1414382,32005248,"Kristen Bell, Jamie Lee Curtis, Sigourney Weaver, Odette Annable",USA,Andy Fickman,"Comedy, Family, Romance",5.8,"43,735",English,Touchstone Pictures,PG,24-Sep-10,105 min,You Again,2010,tt1414382
,1114,25000000,tt1440232,48531470,"Fran?ois Cluzet, Marion Cotillard, Beno?t Magimel, Gilles Lellouche",France,Guillaume Canet,"Comedy, Drama",7.1,"20,134",French,MPI Media,NOT RATED,20-Oct-10,154 min,Little White Lies,2010,tt1440232
,1115,100000000,tt1261945,288347692,"Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall",USA,Michael Patrick King,"Comedy, Drama, Romance",4.4,"63,957","English, Arabic",Warner Bros. Pictures,R,27-May-10,146 min,Sex and the City 2,2010,tt1261945
,1116,120000000,tt1341188,48668907,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson",USA,James L. Brooks,"Comedy, Drama, Romance",5.4,"37,760",English,Columbia Pictures,PG-13,17-Dec-10,121 min,How Do You Know,2010,tt1341188
,1117,750000,tt1594562,78396,"Sara Paxton, Pat Healy, Alison Bartlett, Jake Ryan",USA,Ti West,Horror,5.5,"29,132",English,Magnolia Pictures,R,8-Mar-12,101 min,The Innkeepers,2011,tt1594562
,1118,45000000,tt1204342,165184237,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",USA,James Bobin,"Adventure, Comedy, Family",7.1,"78,448",English,Walt Disney Pictures,PG,23-Nov-11,103 min,The Muppets,2011,tt1204342
